Rk,Player,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,MVP
2562,Daryl Macon,2019-20,24,MIA,4,0,0,14,1,3,0,1,1,2,0,0,0,0,0,1,0,0,2,1,3,0.333,0,0.5,,0.5,0.5,G,FALSE
2563,J.P. Macura,2019-20,24,CLE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G,FALSE
2564,Josh Magette,2019-20,30,ORL,8,0,0,38,5,15,4,11,1,4,1,2,1,5,6,5,3,1,5,4,12,0.333,0.364,0.25,0.5,0.378,0.367,G,FALSE
2565,Ian Mahinmi,2019-20,33,WAS,38,35,0,808,104,210,99,184,5,26,70,113,78,140,218,49,31,44,45,114,283,0.495,0.538,0.192,0.619,0.545,0.507,C,FALSE
2566,Thon Maker,2019-20,22,DET,60,14,0,776,93,193,71,129,22,64,73,110,54,113,167,43,25,39,45,102,281,0.482,0.55,0.344,0.664,0.582,0.539,F-C,FALSE
2567,Terance Mann,2019-20,23,LAC,41,6,0,362,37,79,30,59,7,20,18,27,10,45,55,53,11,5,18,46,99,0.468,0.508,0.35,0.667,0.545,0.513,G-F,FALSE
2568,Boban Marjanović,2019-20,31,DAL,44,5,0,422,121,211,117,194,4,17,43,57,66,131,197,20,8,10,30,56,289,0.573,0.603,0.235,0.754,0.612,0.583,C,FALSE
2569,Lauri Markkanen,2019-20,22,CHI,50,50,0,1492,251,591,142,274,109,317,126,153,60,253,313,74,42,23,81,96,737,0.425,0.518,0.344,0.824,0.56,0.517,F-C,FALSE
2570,Caleb Martin,2019-20,24,CHO,18,1,0,317,37,84,17,47,20,37,17,21,10,28,38,23,12,7,15,32,111,0.44,0.362,0.541,0.81,0.595,0.56,F,FALSE
2571,Cody Martin,2019-20,24,CHO,48,3,0,903,89,207,71,130,18,77,42,65,38,120,158,95,39,9,44,78,238,0.43,0.546,0.234,0.646,0.505,0.473,G-F,FALSE
2572,Jeremiah Martin,2019-20,23,BRK,9,0,0,99,24,53,19,35,5,18,11,14,1,9,10,18,7,2,4,7,64,0.453,0.543,0.278,0.786,0.541,0.5,G,FALSE
