Rk,Player,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,MVP
788,Richaun Holmes,2022-23,29,SAC,42,1,0,348,55,89,50,81,5,8,15,19,29,51,80,9,3,11,14,50,130,0.618,0.617,0.625,0.789,0.668,0.646,C-F,FALSE
789,Al Horford,2022-23,36,BOS,63,63,0,1922,228,479,83,154,145,325,15,21,73,317,390,189,30,61,37,121,616,0.476,0.539,0.446,0.714,0.631,0.627,C-F,FALSE
790,Talen Horton-Tucker,2022-23,22,UTA,65,20,0,1313,257,613,199,410,58,203,126,168,41,169,210,246,41,29,126,108,698,0.419,0.485,0.286,0.75,0.508,0.467,G-F,FALSE
791,Danuel House Jr.,2022-23,29,PHI,56,5,0,807,93,197,56,87,37,110,45,60,9,85,94,44,14,9,26,69,268,0.472,0.644,0.336,0.75,0.6,0.566,G,FALSE
792,Caleb Houstan,2022-23,20,ORL,51,4,0,812,66,182,20,46,46,136,15,18,34,65,99,30,12,7,18,63,193,0.363,0.435,0.338,0.833,0.508,0.489,G-F,FALSE
793,Trevor Hudgins,2022-23,23,HOU,5,0,0,28,2,9,0,1,2,8,3,3,0,0,0,3,0,0,1,1,9,0.222,0,0.25,1,0.436,0.333,G,FALSE
794,Kevin Huerter,2022-23,24,SAC,75,75,0,2203,420,866,215,356,205,510,95,131,42,209,251,221,80,24,97,181,1140,0.485,0.604,0.402,0.725,0.617,0.603,G,FALSE
795,Jay Huff,2022-23,24,WAS,7,0,0,95,15,25,9,13,6,12,15,16,6,15,21,10,3,4,5,15,51,0.6,0.692,0.5,0.938,0.796,0.72,F-C,FALSE
796,De'Andre Hunter,2022-23,25,ATL,67,67,0,2126,379,822,279,536,100,286,171,207,46,238,284,94,35,17,82,199,1029,0.461,0.521,0.35,0.826,0.563,0.522,F,FALSE
797,Bones Hyland,2022-23,22,DENLAC,56,1,0,1085,228,571,111,256,117,315,86,102,20,115,135,172,39,15,82,96,659,0.399,0.434,0.371,0.843,0.535,0.502,G,FALSE
798,Serge Ibaka,2022-23,33,MIL,16,0,0,185,26,54,20,36,6,18,8,13,15,29,44,4,2,7,11,23,66,0.481,0.556,0.333,0.615,0.553,0.537,F-C,FALSE
799,Andre Iguodala,2022-23,39,GSW,8,0,0,113,7,15,6,6,1,9,2,3,3,14,17,19,4,3,9,11,17,0.467,1,0.111,0.667,0.521,0.5,F-G,FALSE
800,Joe Ingles,2022-23,35,MIL,46,0,0,1044,108,248,25,45,83,203,18,21,13,115,128,150,33,6,55,74,317,0.435,0.556,0.409,0.857,0.616,0.603,F-G,FALSE
801,Brandon Ingram,2022-23,25,NOP,45,45,0,1538,404,835,340,671,64,164,240,272,23,223,246,262,32,19,148,116,1112,0.484,0.507,0.39,0.882,0.582,0.522,F,FALSE
802,Kyrie Irving,2022-23,30,BRKDAL,60,60,1,2241,594,1203,406,707,188,496,247,273,59,245,304,331,66,45,128,165,1623,0.494,0.574,0.379,0.905,0.613,0.572,G,FALSE
803,Jonathan Isaac,2022-23,25,ORL,11,0,0,124,22,53,16,38,6,15,5,9,15,29,44,6,14,4,4,5,55,0.415,0.421,0.4,0.556,0.483,0.472,F,FALSE
804,Jaden Ivey,2022-23,20,DET,74,73,0,2304,409,983,289,633,120,350,266,356,73,215,288,387,61,17,237,242,1204,0.416,0.457,0.343,0.747,0.528,0.477,G,FALSE
805,Frank Jackson,2022-23,24,UTA,1,0,0,5,0,3,0,2,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,0,0,G,FALSE
806,Isaiah Jackson,2022-23,21,IND,63,12,0,1042,179,318,177,304,2,14,95,146,113,169,282,51,31,93,51,154,455,0.563,0.582,0.143,0.651,0.595,0.566,C-F,FALSE
807,Jaren Jackson Jr.,2022-23,23,MEM,63,63,1,1787,416,822,316,540,100,282,241,306,108,318,426,60,65,189,107,227,1173,0.506,0.585,0.355,0.788,0.613,0.567,F,FALSE
808,Justin Jackson,2022-23,27,BOS,23,0,0,107,7,27,2,7,5,20,1,2,2,15,17,9,4,4,2,7,20,0.259,0.286,0.25,0.5,0.359,0.352,G-F,FALSE
809,Quenton Jackson,2022-23,24,WAS,9,0,0,135,19,42,18,30,1,12,17,22,2,6,8,15,4,1,4,10,56,0.452,0.6,0.083,0.773,0.542,0.464,G,FALSE
810,Reggie Jackson,2022-23,32,DENLAC,68,40,0,1657,263,640,167,352,96,288,71,78,25,119,144,233,47,6,115,114,693,0.411,0.474,0.333,0.91,0.514,0.486,G,FALSE
811,LeBron James,2022-23,38,LAL,55,54,1,1954,609,1219,488,842,121,377,251,327,65,392,457,375,50,32,178,88,1590,0.5,0.58,0.321,0.768,0.583,0.549,F-G,FALSE
812,Ty Jerome,2022-23,25,GSW,45,2,0,816,118,242,83,152,35,90,38,41,7,71,78,135,23,5,30,64,309,0.488,0.546,0.389,0.927,0.594,0.56,G,FALSE
813,Isaiah Joe,2022-23,23,OKC,73,10,0,1395,224,508,63,114,161,394,82,100,27,148,175,88,48,8,39,105,691,0.441,0.553,0.409,0.82,0.626,0.599,G,FALSE
814,Alize Johnson,2022-23,26,SAS,4,0,0,30,3,6,3,4,0,2,1,2,2,8,10,1,1,0,4,3,7,0.5,0.75,0,0.5,0.509,0.5,F,FALSE
815,Cameron Johnson,2022-23,26,BRKPHO,42,41,0,1199,223,474,120,219,103,255,101,120,34,151,185,78,50,14,37,83,650,0.47,0.548,0.404,0.842,0.617,0.579,F,FALSE
816,James Johnson,2022-23,35,IND,18,1,0,162,22,49,19,34,3,15,4,8,4,26,30,15,7,6,8,32,51,0.449,0.559,0.2,0.5,0.486,0.48,F,FALSE
817,Jalen Johnson,2022-23,21,ATL,70,6,0,1042,158,322,128,218,30,104,49,78,51,231,282,83,38,34,41,113,395,0.491,0.587,0.288,0.628,0.554,0.537,F,FALSE
818,Keldon Johnson,2022-23,23,SAS,63,63,0,2063,503,1113,369,706,134,407,245,327,56,262,318,183,46,11,134,125,1385,0.452,0.523,0.329,0.749,0.551,0.512,G,FALSE
819,Keon Johnson,2022-23,20,POR,40,0,0,416,67,178,39,97,28,81,27,41,11,33,44,59,19,6,43,43,189,0.376,0.402,0.346,0.659,0.482,0.455,G,FALSE
820,Stanley Johnson,2022-23,26,SAS,30,0,0,469,65,122,47,82,18,40,26,39,22,73,95,67,16,6,33,48,174,0.533,0.573,0.45,0.667,0.625,0.607,F,FALSE
821,Nikola Jokić,2022-23,27,DEN,69,69,1,2323,646,1022,589,873,57,149,341,415,167,650,817,678,87,47,247,174,1690,0.632,0.675,0.383,0.822,0.701,0.66,C-F,FALSE
822,Carlik Jones,2022-23,25,CHI,7,0,0,56,6,15,3,9,3,6,5,8,1,4,5,6,2,0,2,2,20,0.4,0.333,0.5,0.625,0.54,0.5,G,FALSE
823,Damian Jones,2022-23,27,LALUTA,41,1,0,477,55,86,45,69,10,17,22,29,42,80,122,15,8,21,23,55,142,0.64,0.652,0.588,0.759,0.719,0.698,F-C,FALSE
824,Derrick Jones Jr.,2022-23,25,CHI,64,0,0,893,115,230,88,150,27,80,62,84,60,93,153,34,29,37,25,86,319,0.5,0.587,0.338,0.738,0.597,0.559,F,FALSE
825,Herbert Jones,2022-23,24,NOP,66,66,0,1951,235,501,179,334,56,167,123,161,97,172,269,162,103,42,88,208,649,0.469,0.536,0.335,0.764,0.567,0.525,F,FALSE
826,Kai Jones,2022-23,22,CHO,46,0,0,550,67,120,63,101,4,19,19,26,37,86,123,15,17,30,31,65,157,0.558,0.624,0.211,0.731,0.597,0.575,F-C,FALSE
827,Tre Jones,2022-23,23,SAS,68,65,0,1984,341,743,296,585,45,158,148,172,56,189,245,448,89,9,110,98,875,0.459,0.506,0.285,0.86,0.534,0.489,G,FALSE
828,Tyus Jones,2022-23,26,MEM,80,22,0,1940,311,710,190,384,121,326,80,100,28,172,200,417,83,6,74,32,823,0.438,0.495,0.371,0.8,0.546,0.523,G,FALSE
829,DeAndre Jordan,2022-23,34,DEN,39,8,0,586,88,115,87,114,1,1,22,48,52,150,202,34,12,23,48,71,199,0.765,0.763,1,0.458,0.731,0.77,C,FALSE
830,Cory Joseph,2022-23,31,DET,62,2,0,1227,150,351,80,171,70,180,57,72,21,85,106,217,34,9,56,88,427,0.427,0.468,0.389,0.792,0.558,0.527,G,FALSE
831,Nikola Jović,2022-23,19,MIA,15,8,0,204,28,69,20,34,8,35,18,19,9,22,31,10,7,2,10,19,82,0.406,0.588,0.229,0.947,0.53,0.464,G-F,FALSE
832,Johnny Juzang,2022-23,21,UTA,18,0,0,232,35,104,20,41,15,63,2,4,8,31,39,8,4,3,3,13,87,0.337,0.488,0.238,0.5,0.411,0.409,G,FALSE
833,Mfiondu Kabengele,2022-23,25,BOS,4,0,0,36,2,7,2,4,0,3,2,2,5,5,10,0,2,0,1,3,6,0.286,0.5,0,1,0.381,0.286,F,FALSE
834,Frank Kaminsky,2022-23,29,ATLHOU,36,0,0,235,31,63,18,30,13,33,14,16,7,45,52,32,6,4,9,22,89,0.492,0.6,0.394,0.875,0.635,0.595,F-C,FALSE
835,Trevor Keels,2022-23,19,NYK,3,0,0,8,1,4,0,0,1,4,0,0,0,2,2,0,0,0,0,0,3,0.25,,0.25,,0.375,0.375,G,FALSE
836,Luke Kennard,2022-23,26,LACMEM,59,14,0,1315,188,382,55,113,133,269,37,39,15,143,158,91,32,5,46,82,546,0.492,0.487,0.494,0.949,0.684,0.666,G,FALSE
837,Walker Kessler,2022-23,21,UTA,74,40,0,1703,298,414,297,411,1,3,82,159,231,389,620,69,26,173,58,169,679,0.72,0.723,0.333,0.516,0.702,0.721,C,FALSE
838,Braxton Key,2022-23,25,DET,3,0,0,9,1,1,1,1,0,0,2,2,0,1,1,0,0,0,0,0,4,1,1,,1,1.064,1,F,FALSE
839,Louis King,2022-23,23,PHI,1,0,0,29,8,13,4,5,4,8,0,1,2,2,4,2,1,0,2,4,20,0.615,0.8,0.5,0,0.744,0.769,F,FALSE
840,Corey Kispert,2022-23,23,WAS,74,45,0,2093,291,585,128,201,163,384,75,88,33,174,207,87,32,9,55,97,820,0.497,0.637,0.424,0.852,0.657,0.637,G-F,FALSE
841,Maxi Kleber,2022-23,31,DAL,37,5,0,930,77,169,38,57,39,112,27,38,30,105,135,52,12,30,27,85,220,0.456,0.667,0.348,0.711,0.592,0.571,F,FALSE
842,Nathan Knight,2022-23,25,MIN,38,0,0,291,46,81,38,59,8,22,39,57,22,34,56,13,10,6,21,41,139,0.568,0.644,0.364,0.684,0.655,0.617,F-C,FALSE
843,Kevin Knox,2022-23,23,DETPOR,63,5,0,952,152,332,87,146,65,186,46,60,34,143,177,33,24,12,50,95,415,0.458,0.596,0.349,0.767,0.579,0.556,F,FALSE
844,Christian Koloko,2022-23,22,TOR,58,19,0,802,72,150,71,138,1,12,37,59,84,87,171,31,21,57,20,128,182,0.48,0.514,0.083,0.627,0.517,0.483,C,FALSE
845,John Konchar,2022-23,26,MEM,72,23,0,1494,138,320,78,143,60,177,28,36,64,246,310,100,77,25,37,112,364,0.431,0.545,0.339,0.778,0.542,0.525,G,FALSE
846,Furkan Korkmaz,2022-23,25,PHI,37,0,0,353,48,111,30,65,18,46,26,36,6,36,42,22,10,3,24,18,140,0.432,0.462,0.391,0.722,0.552,0.514,G,FALSE
847,Luke Kornet,2022-23,27,BOS,69,0,0,804,113,170,110,157,3,13,32,39,86,111,197,53,11,46,25,81,261,0.665,0.701,0.231,0.821,0.697,0.674,C-F,FALSE
848,Vit Krejci,2022-23,22,ATL,29,0,0,165,15,37,10,16,5,21,1,2,6,20,26,17,5,1,5,17,36,0.405,0.625,0.238,0.5,0.475,0.473,G,FALSE
849,Jonathan Kuminga,2022-23,20,GSW,67,16,0,1394,261,497,207,351,54,146,90,138,70,161,231,125,41,31,95,157,666,0.525,0.59,0.37,0.652,0.597,0.579,F,FALSE
850,Kyle Kuzma,2022-23,27,WAS,64,64,0,2239,512,1142,352,661,160,481,173,237,55,408,463,239,36,29,190,145,1357,0.448,0.533,0.333,0.73,0.544,0.518,F,FALSE
851,Anthony Lamb,2022-23,25,GSW,62,4,0,1195,148,314,75,115,73,199,46,60,56,159,215,96,28,20,54,134,415,0.471,0.652,0.367,0.767,0.61,0.588,F,FALSE
852,Jock Landale,2022-23,27,PHO,69,4,0,979,178,337,157,253,21,84,79,105,119,161,280,68,16,30,59,126,456,0.528,0.621,0.25,0.752,0.595,0.559,C,FALSE
853,Romeo Langford,2022-23,23,SAS,43,21,0,844,121,259,105,198,16,61,39,56,57,57,114,50,24,13,30,67,297,0.467,0.53,0.262,0.696,0.524,0.498,G,FALSE
854,Jake LaRavia,2022-23,21,MEM,35,0,0,414,37,95,13,24,24,71,7,9,19,44,63,21,12,4,18,49,105,0.389,0.542,0.338,0.778,0.531,0.516,F,FALSE
855,Zach LaVine,2022-23,27,CHI,77,77,0,2768,673,1388,469,844,204,544,363,428,42,303,345,327,69,18,194,159,1913,0.485,0.556,0.375,0.848,0.607,0.558,G-F,FALSE
856,A.J. Lawson,2022-23,22,DALMIN,15,0,0,108,22,44,12,19,10,25,2,8,6,15,21,2,2,0,3,11,56,0.5,0.632,0.4,0.25,0.589,0.614,G,FALSE
857,Damion Lee,2022-23,30,PHO,74,5,0,1506,200,452,90,205,110,247,94,104,39,186,225,99,30,7,78,118,604,0.442,0.439,0.445,0.904,0.607,0.564,G,FALSE
858,Saben Lee,2022-23,23,PHIPHO,25,1,0,373,49,121,38,91,11,30,42,57,13,32,45,67,19,1,24,32,151,0.405,0.418,0.367,0.737,0.517,0.45,G,FALSE
859,Alex Len,2022-23,29,SAC,26,2,0,161,16,30,16,28,0,2,11,16,24,36,60,12,4,11,16,28,43,0.533,0.571,0,0.688,0.58,0.533,C,FALSE
860,Kawhi Leonard,2022-23,31,LAC,52,50,0,1748,446,871,342,621,104,250,243,279,57,281,338,204,72,28,88,84,1239,0.512,0.551,0.416,0.871,0.623,0.572,F,FALSE
861,Meyers Leonard,2022-23,30,MIL,9,2,0,114,14,29,7,11,7,18,8,9,12,22,34,1,2,0,6,16,43,0.483,0.636,0.389,0.889,0.652,0.603,C-F,FALSE
862,Caris LeVert,2022-23,28,CLE,74,30,0,2237,320,742,193,418,127,324,130,180,53,229,282,287,72,24,116,170,897,0.431,0.462,0.392,0.722,0.546,0.517,G-F,FALSE
863,Kira Lewis Jr.,2022-23,21,NOP,25,0,0,235,40,88,25,54,15,34,19,22,5,28,33,23,10,2,10,24,114,0.455,0.463,0.441,0.864,0.584,0.54,G,FALSE
864,Damian Lillard,2022-23,32,POR,58,58,1,2107,556,1202,312,544,244,658,510,558,44,233,277,425,50,18,191,109,1866,0.463,0.574,0.371,0.914,0.645,0.564,G,FALSE
865,Nassir Little,2022-23,22,POR,54,4,0,976,134,303,76,145,58,158,33,46,27,114,141,50,20,20,36,66,359,0.442,0.524,0.367,0.717,0.555,0.538,F,FALSE
866,Isaiah Livers,2022-23,24,DET,52,22,0,1199,120,288,46,85,74,203,32,39,28,115,143,41,28,28,30,103,346,0.417,0.541,0.365,0.821,0.567,0.545,F,FALSE
867,Kenneth Lofton Jr.,2022-23,20,MEM,24,1,0,176,49,93,43,76,6,17,16,27,19,32,51,20,5,2,12,28,120,0.527,0.566,0.353,0.593,0.572,0.559,F,FALSE
868,Kevon Looney,2022-23,26,GSW,82,70,0,1958,242,384,242,383,0,1,94,155,274,486,760,207,52,50,45,225,578,0.63,0.632,0,0.606,0.639,0.63,F-C,FALSE
869,Brook Lopez,2022-23,34,MIL,78,78,0,2373,477,899,341,535,136,364,149,190,157,363,520,99,37,193,107,203,1239,0.531,0.637,0.374,0.784,0.63,0.606,C,FALSE
870,Robin Lopez,2022-23,34,CLE,37,2,0,299,48,75,46,71,2,4,14,18,23,28,51,19,2,8,25,43,112,0.64,0.648,0.5,0.778,0.675,0.653,C,FALSE
871,Kevin Love,2022-23,34,CLEMIA,62,20,0,1240,165,424,66,128,99,296,80,91,59,340,399,116,16,12,70,97,509,0.389,0.516,0.334,0.879,0.548,0.506,F-C,FALSE
872,Kyle Lowry,2022-23,36,MIA,55,44,0,1718,196,485,89,175,107,310,116,135,43,182,225,281,57,21,103,143,615,0.404,0.509,0.345,0.859,0.565,0.514,G,FALSE
873,Trey Lyles,2022-23,27,SAC,74,0,0,1247,187,408,100,168,87,240,101,124,68,232,300,66,27,31,64,97,562,0.458,0.595,0.363,0.815,0.607,0.565,F,FALSE
874,Théo Maledon,2022-23,21,CHO,44,7,0,854,102,254,74,159,28,95,63,74,14,109,123,152,37,12,59,61,295,0.402,0.465,0.295,0.851,0.515,0.457,G,FALSE
875,Sandro Mamukelashvili,2022-23,23,MILSAS,43,7,0,660,97,230,67,131,30,99,39,57,70,115,185,62,14,12,35,52,263,0.422,0.511,0.303,0.684,0.516,0.487,C-F,FALSE
876,Terance Mann,2022-23,26,LAC,81,36,0,1872,272,524,195,326,77,198,92,118,77,199,276,184,42,22,80,149,713,0.519,0.598,0.389,0.78,0.619,0.593,G-F,FALSE
877,Tre Mann,2022-23,21,OKC,67,5,0,1183,197,501,116,244,81,257,42,55,27,128,155,120,40,11,62,99,517,0.393,0.475,0.315,0.764,0.492,0.474,G,FALSE
878,Boban Marjanović,2022-23,34,HOU,31,0,0,171,41,60,41,59,0,1,20,27,20,40,60,9,5,2,14,10,102,0.683,0.695,0,0.741,0.71,0.683,C,FALSE
879,Lauri Markkanen,2022-23,25,UTA,66,66,1,2273,571,1145,371,634,200,511,349,399,130,440,570,123,42,38,127,137,1691,0.499,0.585,0.391,0.875,0.64,0.586,F-C,FALSE
880,Naji Marshall,2022-23,25,NOP,77,21,0,1792,247,571,181,353,66,218,138,175,48,231,279,189,54,14,97,113,698,0.433,0.513,0.303,0.789,0.539,0.49,F,FALSE
881,Caleb Martin,2022-23,27,MIA,71,49,0,2077,254,548,170,312,84,236,91,113,88,256,344,117,71,31,78,145,683,0.464,0.545,0.356,0.805,0.571,0.54,F,FALSE
882,Cody Martin,2022-23,27,CHO,7,0,0,134,14,36,11,22,3,14,4,7,8,16,24,11,4,1,2,13,35,0.389,0.5,0.214,0.571,0.448,0.431,G-F,FALSE
883,KJ Martin,2022-23,22,HOU,82,49,0,2292,410,720,342,504,68,216,151,222,126,326,452,123,41,30,91,147,1039,0.569,0.679,0.315,0.68,0.635,0.617,F,FALSE
884,Tyrese Martin,2022-23,23,ATL,16,0,0,66,9,23,8,16,1,7,2,2,5,7,12,2,1,0,2,2,21,0.391,0.5,0.143,1,0.44,0.413,G,FALSE
885,Garrison Mathews,2022-23,26,ATLHOU,54,0,0,686,73,201,10,21,63,180,48,53,11,62,73,26,24,5,19,62,257,0.363,0.476,0.35,0.906,0.573,0.52,G,FALSE
886,Bennedict Mathurin,2022-23,20,IND,78,17,0,2222,413,951,313,641,100,310,376,454,87,231,318,116,48,13,152,162,1302,0.434,0.488,0.323,0.828,0.566,0.487,G-F,FALSE
887,Wesley Matthews,2022-23,36,MIL,52,0,0,820,58,160,19,36,39,124,24,28,34,79,113,34,20,13,18,71,179,0.363,0.528,0.315,0.857,0.519,0.484,G,FALSE
888,Tyrese Maxey,2022-23,22,PHI,60,41,0,2016,439,913,279,544,160,369,180,213,23,153,176,212,49,8,80,132,1218,0.481,0.513,0.434,0.845,0.605,0.568,G,FALSE
889,Skylar Mays,2022-23,25,POR,6,6,0,189,34,68,22,42,12,26,12,13,2,17,19,50,6,1,10,11,92,0.5,0.524,0.462,0.923,0.624,0.588,G,FALSE
890,Miles McBride,2022-23,22,NYK,64,2,0,760,77,215,37,81,40,134,28,42,13,37,50,72,37,8,25,60,222,0.358,0.457,0.299,0.667,0.475,0.451,G,FALSE
891,Mac McClung,2022-23,24,PHI,2,0,0,41,9,20,5,9,4,11,3,5,3,7,10,9,0,0,3,3,25,0.45,0.556,0.364,0.6,0.563,0.55,G,FALSE
892,CJ McCollum,2022-23,31,NOP,75,75,0,2649,587,1344,376,801,211,543,183,238,55,273,328,429,70,38,183,153,1568,0.437,0.469,0.389,0.769,0.541,0.515,G,FALSE
893,T.J. McConnell,2022-23,30,IND,75,6,0,1526,283,521,257,462,26,59,58,68,45,189,234,397,81,10,143,105,650,0.543,0.556,0.441,0.853,0.59,0.568,G,FALSE
894,Jalen McDaniels,2022-23,25,CHOPHI,80,24,0,1913,281,617,204,385,77,232,116,138,63,283,346,130,83,34,93,209,755,0.455,0.53,0.332,0.841,0.557,0.518,F,FALSE
895,Jaden McDaniels,2022-23,22,MIN,79,79,0,2416,370,716,263,447,107,269,106,144,92,215,307,148,74,76,112,272,953,0.517,0.588,0.398,0.736,0.611,0.591,F,FALSE
896,Doug McDermott,2022-23,31,SAS,64,0,0,1314,239,523,116,225,123,298,53,70,24,115,139,91,13,6,58,118,654,0.457,0.516,0.413,0.757,0.59,0.575,F,FALSE
897,JaVale McGee,2022-23,35,DAL,42,7,0,355,80,125,78,120,2,5,24,41,30,77,107,11,4,26,36,54,186,0.64,0.65,0.4,0.585,0.65,0.648,C,FALSE
898,Bryce McGowens,2022-23,20,CHO,46,7,0,787,80,202,54,122,26,80,60,80,20,73,93,54,15,6,43,48,246,0.396,0.443,0.325,0.75,0.519,0.46,G-F,FALSE
899,Rodney McGruder,2022-23,31,DET,32,12,0,524,62,152,21,55,41,97,18,22,20,54,74,28,16,1,11,39,183,0.408,0.382,0.423,0.818,0.566,0.543,G,FALSE
900,Jordan McLaughlin,2022-23,26,MIN,43,0,0,678,61,145,37,67,24,78,15,18,15,47,62,148,32,4,33,28,161,0.421,0.552,0.308,0.833,0.526,0.503,G,FALSE
901,De'Anthony Melton,2022-23,24,PHI,77,58,0,2150,277,651,120,248,157,403,69,87,69,243,312,197,126,41,102,191,780,0.425,0.484,0.39,0.793,0.566,0.546,G,FALSE
902,Sam Merrill,2022-23,26,CLE,5,0,0,59,9,22,4,4,5,18,2,2,0,9,9,5,4,0,0,3,25,0.409,1,0.278,1,0.546,0.523,G,FALSE
903,Chimezie Metu,2022-23,25,SAC,66,0,0,689,129,219,120,181,9,38,54,73,47,151,198,40,22,21,32,81,321,0.589,0.663,0.237,0.74,0.639,0.61,F-C,FALSE
904,Khris Middleton,2022-23,31,MIL,33,19,0,801,177,406,126,244,51,162,92,102,28,112,140,163,23,5,71,68,497,0.436,0.516,0.315,0.902,0.551,0.499,F-G,FALSE
905,Patty Mills,2022-23,34,BRK,40,2,0,567,86,209,37,75,49,134,25,30,8,36,44,56,15,3,30,32,246,0.411,0.493,0.366,0.833,0.554,0.529,G,FALSE
906,Shake Milton,2022-23,26,PHI,76,11,0,1567,241,503,185,355,56,148,99,116,39,152,191,240,25,13,94,123,637,0.479,0.521,0.378,0.853,0.575,0.535,G,FALSE
907,Justin Minaya,2022-23,23,POR,4,0,0,89,7,23,4,11,3,12,0,1,3,12,15,4,2,5,4,9,17,0.304,0.364,0.25,0,0.363,0.37,F,FALSE
908,Josh Minott,2022-23,20,MIN,15,0,0,96,18,36,16,30,2,6,8,8,5,20,25,5,4,6,3,10,46,0.5,0.533,0.333,1,0.582,0.528,F,FALSE
909,Davion Mitchell,2022-23,24,SAC,80,9,0,1447,181,399,118,202,63,197,25,31,16,89,105,185,44,15,62,112,450,0.454,0.584,0.32,0.806,0.545,0.533,G,FALSE
910,Donovan Mitchell,2022-23,26,CLE,68,68,1,2432,679,1402,434,767,245,635,319,368,63,226,289,301,99,27,180,168,1922,0.484,0.566,0.386,0.867,0.614,0.572,G,FALSE
911,Evan Mobley,2022-23,21,CLE,79,79,0,2715,525,947,503,845,22,102,205,304,187,524,711,224,60,119,146,218,1277,0.554,0.595,0.216,0.674,0.591,0.566,F-C,FALSE
912,Isaiah Mobley,2022-23,23,CLE,13,0,0,84,12,28,9,20,3,8,4,4,4,16,20,3,4,3,1,8,31,0.429,0.45,0.375,1,0.521,0.482,F,FALSE
913,Chima Moneke,2022-23,27,SAC,2,0,0,8,1,2,1,2,0,0,0,2,2,0,2,1,0,0,2,2,2,0.5,0.5,,0,0.347,0.5,F,FALSE
914,Malik Monk,2022-23,24,SAC,77,0,0,1719,357,796,214,398,143,398,184,207,32,171,203,298,49,20,146,125,1041,0.448,0.538,0.359,0.889,0.587,0.538,G,FALSE
915,Moses Moody,2022-23,20,GSW,63,3,0,817,108,227,59,92,49,135,37,53,28,77,105,51,18,7,34,54,302,0.476,0.641,0.363,0.698,0.603,0.584,G,FALSE
916,Xavier Moon,2022-23,28,LAC,4,0,0,20,3,9,2,6,1,3,0,0,0,3,3,5,0,0,1,2,7,0.333,0.333,0.333,,0.389,0.389,G,FALSE
917,Wendell Moore Jr.,2022-23,21,MIN,29,2,0,153,18,43,16,26,2,17,4,5,4,14,18,18,8,5,8,13,42,0.419,0.615,0.118,0.8,0.465,0.442,G-F,FALSE
918,Ja Morant,2022-23,23,MEM,61,59,1,1948,566,1214,474,914,92,300,372,497,61,296,357,493,66,16,206,100,1596,0.466,0.519,0.307,0.748,0.557,0.504,G,FALSE
919,Markieff Morris,2022-23,33,BRKDAL,35,2,0,355,47,115,19,44,28,71,10,10,13,58,71,31,9,5,18,48,132,0.409,0.432,0.394,1,0.553,0.53,F,FALSE
920,Marcus Morris,2022-23,33,LAC,65,65,0,1825,274,643,162,335,112,308,68,87,29,229,258,114,42,21,56,136,728,0.426,0.484,0.364,0.782,0.534,0.513,F,FALSE
921,Monte Morris,2022-23,27,WAS,62,61,0,1695,247,515,169,311,78,204,64,77,26,184,210,326,43,13,60,75,636,0.48,0.543,0.382,0.831,0.579,0.555,G,FALSE
922,Trey Murphy III,2022-23,22,NOP,79,65,0,2448,387,800,185,303,202,497,172,190,59,222,281,112,89,43,61,155,1148,0.484,0.611,0.406,0.905,0.65,0.61,F,FALSE
923,Dejounte Murray,2022-23,26,ATL,74,74,0,2693,612,1319,479,932,133,387,158,190,53,336,389,448,112,19,160,106,1515,0.464,0.514,0.344,0.832,0.54,0.514,G,FALSE
924,Jamal Murray,2022-23,25,DEN,65,65,0,2133,473,1041,301,609,172,432,180,216,48,209,257,400,66,16,145,103,1298,0.454,0.494,0.398,0.833,0.571,0.537,G,FALSE
925,Keegan Murray,2022-23,22,SAC,80,78,0,2382,354,782,148,281,206,501,62,81,89,282,371,98,61,42,60,162,976,0.453,0.527,0.411,0.765,0.597,0.584,F,FALSE
926,Mike Muscala,2022-23,31,BOSOKC,63,9,0,945,131,292,50,85,81,207,40,52,37,166,203,50,15,24,23,98,383,0.449,0.588,0.391,0.769,0.608,0.587,F-C,FALSE
927,Svi Mykhailiuk,2022-23,25,CHONYK,32,8,0,468,77,173,35,74,42,99,26,39,15,38,53,53,15,4,24,23,222,0.445,0.473,0.424,0.667,0.584,0.566,G-F,FALSE
928,Larry Nance Jr.,2022-23,30,NOP,65,1,0,1381,186,305,172,263,14,42,55,79,106,248,354,119,56,37,42,133,441,0.61,0.654,0.333,0.696,0.649,0.633,F-C,FALSE
929,Andrew Nembhard,2022-23,23,IND,75,63,0,2073,284,644,192,381,92,263,49,62,35,164,199,341,70,13,126,179,709,0.441,0.504,0.35,0.79,0.528,0.512,G,FALSE
930,Aaron Nesmith,2022-23,23,IND,73,60,0,1816,252,590,137,276,115,314,119,142,62,215,277,98,55,34,75,235,738,0.427,0.496,0.366,0.838,0.566,0.525,G-F,FALSE
931,Raul Neto,2022-23,30,CLE,48,1,0,505,57,110,45,68,12,42,31,34,10,36,46,79,17,4,24,49,157,0.518,0.662,0.286,0.912,0.628,0.573,G,FALSE
932,Georges Niang,2022-23,29,PHI,78,1,0,1512,222,502,68,118,154,384,39,45,19,166,185,77,30,14,54,145,637,0.442,0.576,0.401,0.867,0.61,0.596,F,FALSE
